idx,status_label,ttf_label_days,ttf_label_bucket,summary,explanation,recommendations_json,raw_output
222985,FAILED,24.0,7-30,"Window index: 222985

Attribute-level patterns (per SMART attribute):
- r_5: frequent bursts across most of the patch across all 30 days of the window
- r_9: days 0-5: frequent bursts across most of the patch; days 5-10: frequent bursts across most of the patch; days 10-15: frequent bursts across most of the patch; days 15-20: frequent bursts across most of the patch; days 20-25: frequent bursts across most of the patch; days 25-30: frequent bursts across most of the patch [NOVEL; raw_stats(min=2.73e+04, max=2.74e+04, mean=2.73e+04, last=2.74e+04, delta=96); raw_values=[27261.0, 27285.0, 27309.0, 27333.0, 27357.0]]
- r_12: frequent bursts across most of the patch across all 30 days of the window
- r_177: frequent bursts across most of the patch across all 30 days of the window
- r_180: frequent bursts across most of the patch across all 30 days of the window
- r_181: frequent bursts across most of the patch across all 30 days of the window
- r_182: frequent bursts across most of the patch across all 30 days of the window
- r_183: frequent bursts across most of the patch across all 30 days of the window
- r_184: frequent bursts across most of the patch across all 30 days of the window
- r_187: frequent bursts across most of the patch across all 30 days of the window
- r_195: frequent bursts across most of the patch across all 30 days of the window
- r_197: frequent bursts across most of the patch across all 30 days of the window
- r_199: frequent bursts across most of the patch across all 30 days of the window
- r_241: frequent bursts across most of the patch across all 30 days of the window
- r_242: frequent bursts across most of the patch across all 30 days of the window

Cross-attribute patterns over the whole feature set:
- a mix of stable, trending, and spiky attributes across all 30 days of the window","The SSD is failing due to frequent bursts in multiple SMART attributes such as r_5 (reallocated sector count), r_187 (reported uncorrectable errors), and r_197 (current pending sector count), indicating ongoing data corruption and reallocation issues.","[""Replace the SSD immediately to prevent data loss."", ""Review the server logs for any recent spikes in read/write errors to identify potential workload issues.""]","{
  ""explanation"": ""The SSD is failing due to frequent bursts in multiple SMART attributes such as r_5 (reallocated sector count), r_187 (reported uncorrectable errors), and r_197 (current pending sector count), indicating ongoing data corruption and reallocation issues."",
  ""recommendations"": [
    ""Replace the SSD immediately to prevent data loss."",
    ""Review the server logs for any recent spikes in read/write errors to identify potential workload issues.""
  ]
}"
233663,FAILED,23.0,7-30,"Window index: 233663

Attribute-level patterns (per SMART attribute):
- r_5: frequent bursts across most of the patch across all 30 days of the window
- r_9: days 0-5: frequent bursts across most of the patch; days 5-10: frequent bursts across most of the patch; days 10-15: frequent bursts across most of the patch; days 15-20: frequent bursts across most of the patch [NOVEL; raw_stats(min=2.72e+04, max=2.73e+04, mean=2.73e+04, last=2.73e+04, delta=96); raw_values=[27205.0, 27229.0, 27253.0, 27277.0, 27301.0]]; days 20-25: frequent bursts across most of the patch [NOVEL; raw_stats(min=2.73e+04, max=2.74e+04, mean=2.74e+04, last=2.74e+04, delta=96); raw_values=[27325.0, 27349.0, 27373.0, 27373.0, 27421.0]]; days 25-30: frequent bursts across most of the patch [NOVEL; raw_stats(min=2.74e+04, max=2.75e+04, mean=2.75e+04, last=2.75e+04, delta=96); raw_values=[27445.0, 27469.0, 27493.0, 27517.0, 27541.0]]
- r_12: frequent bursts across most of the patch across all 30 days of the window
- r_177: frequent bursts across most of the patch across all 30 days of the window
- r_180: frequent bursts across most of the patch across all 30 days of the window
- r_181: frequent bursts across most of the patch across all 30 days of the window
- r_182: frequent bursts across most of the patch across all 30 days of the window
- r_183: frequent bursts across most of the patch across all 30 days of the window
- r_184: frequent bursts across most of the patch across all 30 days of the window
- r_187: frequent bursts across most of the patch across all 30 days of the window
- r_195: frequent bursts across most of the patch across all 30 days of the window
- r_197: frequent bursts across most of the patch across all 30 days of the window
- r_199: frequent bursts across most of the patch across all 30 days of the window
- r_241: frequent bursts across most of the patch across all 30 days of the window
- r_242: frequent bursts across most of the patch across all 30 days of the window

Cross-attribute patterns over the whole feature set:
- a mix of stable, trending, and spiky attributes across all 30 days of the window","The SSD is failing due to frequent bursts in multiple SMART attributes such as r_5 (reallocated sector count), r_9 (power-on hours), and r_187 (reported uncorrectable errors), indicating increasing numbers of reallocated sectors and uncorrectable errors over time.","[""Replace the SSD immediately to prevent data loss."", ""Review and possibly update the firmware of the remaining SSDs in the cluster.""]","{
  ""explanation"": ""The SSD is failing due to frequent bursts in multiple SMART attributes such as r_5 (reallocated sector count), r_9 (power-on hours), and r_187 (reported uncorrectable errors), indicating increasing numbers of reallocated sectors and uncorrectable errors over time."",
  ""recommendations"": [
    ""Replace the SSD immediately to prevent data loss."",
    ""Review and possibly update the firmware of the remaining SSDs in the cluster.""
  ]
}"
277626,FAILED,5.0,<7,"Window index: 277626

Attribute-level patterns (per SMART attribute):
- r_5: frequent bursts across most of the patch across all 30 days of the window
- r_9: frequent bursts across most of the patch across all 30 days of the window
- r_12: frequent bursts across most of the patch across all 30 days of the window
- r_177: frequent bursts across most of the patch across all 30 days of the window
- r_180: frequent bursts across most of the patch across all 30 days of the window
- r_181: frequent bursts across most of the patch across all 30 days of the window
- r_182: frequent bursts across most of the patch across all 30 days of the window
- r_183: frequent bursts across most of the patch across all 30 days of the window
- r_184: frequent bursts across most of the patch across all 30 days of the window
- r_187: frequent bursts across most of the patch across all 30 days of the window
- r_195: frequent bursts across most of the patch across all 30 days of the window
- r_197: frequent bursts across most of the patch across all 30 days of the window
- r_199: frequent bursts across most of the patch across all 30 days of the window
- r_241: frequent bursts across most of the patch across all 30 days of the window
- r_242: frequent bursts across most of the patch across all 30 days of the window

Cross-attribute patterns over the whole feature set:
- a mix of stable, trending, and spiky attributes across all 30 days of the window","The SSD is failing due to frequent bursts in multiple SMART attributes such as r_5 (reallocated sector count), r_187 (reported uncorrectable errors), and r_197 (current pending sector count) over the past 30 days, indicating increasing numbers of reallocated sectors and uncorrectable errors.","[""Replace the SSD immediately to prevent data loss."", ""Review system logs for any recent changes or heavy workloads that may have contributed to the drive's failure.""]","{
  ""explanation"": ""The SSD is failing due to frequent bursts in multiple SMART attributes such as r_5 (reallocated sector count), r_187 (reported uncorrectable errors), and r_197 (current pending sector count) over the past 30 days, indicating increasing numbers of reallocated sectors and uncorrectable errors."",
  ""recommendations"": [
    ""Replace the SSD immediately to prevent data loss."",
    ""Review system logs for any recent changes or heavy workloads that may have contributed to the drive's failure.""
  ]
}"
302400,FAILED,10.0,7-30,"Window index: 302400

Attribute-level patterns (per SMART attribute):
- r_5: frequent bursts across most of the patch across all 30 days of the window
- r_9: frequent bursts across most of the patch across all 30 days of the window [NOVEL; raw_stats(min=2.73e+04, max=2.81e+04, mean=2.77e+04, last=2.81e+04, delta=768); raw_values=[27348.0, 27372.0, 27396.0, 27420.0, 27444.0, 27468.0, 27492.0, 27516.0, 27540.0, 27564.0, 27588.0, 27612.0, 27636.0, 27660.0, 27708.0, 27732.0, 27756.0, 27780.0, 27804.0, 27828.0, 27852.0, 27924.0, 27948.0, 27972.0, 27996.0, 28020.0, 28044.0, 28068.0, 28092.0, 28116.0]]
- r_12: frequent bursts across most of the patch across all 30 days of the window
- r_177: days 0-5: frequent bursts across most of the patch; days 5-10: frequent bursts across most of the patch; days 10-15: frequent bursts across most of the patch [NOVEL; raw_stats(min=656, max=662, mean=659, last=662, delta=6); raw_values=[656.0, 657.0, 658.0, 660.0, 662.0]]; days 15-20: frequent bursts across most of the patch; days 20-25: frequent bursts across most of the patch; days 25-30: frequent bursts across most of the patch
- r_180: frequent bursts across most of the patch across all 30 days of the window
- r_181: frequent bursts across most of the patch across all 30 days of the window
- r_182: frequent bursts across most of the patch across all 30 days of the window
- r_183: frequent bursts across most of the patch across all 30 days of the window
- r_184: frequent bursts across most of the patch across all 30 days of the window
- r_187: frequent bursts across most of the patch across all 30 days of the window
- r_195: frequent bursts across most of the patch across all 30 days of the window
- r_197: frequent bursts across most of the patch across all 30 days of the window
- r_199: frequent bursts across most of the patch across all 30 days of the window
- r_241: frequent bursts across most of the patch across all 30 days of the window
- r_242: frequent bursts across most of the patch across all 30 days of the window

Cross-attribute patterns over the whole feature set:
- a mix of stable, trending, and spiky attributes across all 30 days of the window","The SSD is failing due to frequent bursts in multiple SMART attributes such as r_5 (reallocated sector count), r_187 (reported uncorrectable errors), and r_197 (current pending sector count), indicating increasing numbers of reallocated sectors and uncorrectable errors.","[""Replace the SSD immediately to prevent data loss."", ""Review the logs for any recent heavy usage or unusual activity that may have caused the failure.""]","{
  ""explanation"": ""The SSD is failing due to frequent bursts in multiple SMART attributes such as r_5 (reallocated sector count), r_187 (reported uncorrectable errors), and r_197 (current pending sector count), indicating increasing numbers of reallocated sectors and uncorrectable errors."",
  ""recommendations"": [
    ""Replace the SSD immediately to prevent data loss."",
    ""Review the logs for any recent heavy usage or unusual activity that may have caused the failure.""
  ]
}"
302405,FAILED,4.0,<7,"Window index: 302405

Attribute-level patterns (per SMART attribute):
- r_5: frequent bursts across most of the patch across all 30 days of the window
- r_9: frequent bursts across most of the patch across all 30 days of the window [NOVEL; raw_stats(min=2.75e+04, max=2.83e+04, mean=2.79e+04, last=2.83e+04, delta=792); raw_values=[27468.0, 27492.0, 27516.0, 27540.0, 27564.0, 27588.0, 27612.0, 27636.0, 27660.0, 27708.0, 27732.0, 27756.0, 27780.0, 27804.0, 27828.0, 27852.0, 27924.0, 27948.0, 27972.0, 27996.0, 28020.0, 28044.0, 28068.0, 28092.0, 28116.0, 28164.0, 28188.0, 28212.0, 28236.0, 28260.0]]
- r_12: frequent bursts across most of the patch across all 30 days of the window
- r_177: days 0-5: frequent bursts across most of the patch; days 5-10: frequent bursts across most of the patch [NOVEL; raw_stats(min=656, max=662, mean=659, last=662, delta=6); raw_values=[656.0, 657.0, 658.0, 660.0, 662.0]]; days 10-15: frequent bursts across most of the patch; days 15-20: frequent bursts across most of the patch; days 20-25: frequent bursts across most of the patch; days 25-30: frequent bursts across most of the patch
- r_180: frequent bursts across most of the patch across all 30 days of the window
- r_181: frequent bursts across most of the patch across all 30 days of the window
- r_182: frequent bursts across most of the patch across all 30 days of the window
- r_183: frequent bursts across most of the patch across all 30 days of the window
- r_184: frequent bursts across most of the patch across all 30 days of the window
- r_187: frequent bursts across most of the patch across all 30 days of the window
- r_195: frequent bursts across most of the patch across all 30 days of the window
- r_197: frequent bursts across most of the patch across all 30 days of the window
- r_199: frequent bursts across most of the patch across all 30 days of the window
- r_241: frequent bursts across most of the patch across all 30 days of the window
- r_242: frequent bursts across most of the patch across all 30 days of the window

Cross-attribute patterns over the whole feature set:
- a mix of stable, trending, and spiky attributes across all 30 days of the window","The SSD is failing due to frequent bursts in multiple SMART attributes such as r_5 (reallocated sector count), r_187 (reported uncorrectable errors), and r_197 (current pending sector count). These bursts indicate ongoing data corruption and imminent failure.","[""Replace the SSD immediately to prevent data loss."", ""Review and update the backup strategy to ensure data integrity.""]","{
  ""explanation"": ""The SSD is failing due to frequent bursts in multiple SMART attributes such as r_5 (reallocated sector count), r_187 (reported uncorrectable errors), and r_197 (current pending sector count). These bursts indicate ongoing data corruption and imminent failure."",
  ""recommendations"": [
    ""Replace the SSD immediately to prevent data loss."",
    ""Review and update the backup strategy to ensure data integrity.""
  ]
}"
336883,FAILED,27.0,7-30,"Window index: 336883

Attribute-level patterns (per SMART attribute):
- r_5: frequent bursts across most of the patch across all 30 days of the window
- r_9: days 0-5: frequent bursts across most of the patch; days 5-10: frequent bursts across most of the patch; days 10-15: frequent bursts across most of the patch; days 15-20: frequent bursts across most of the patch [NOVEL; raw_stats(min=2.72e+04, max=2.73e+04, mean=2.73e+04, last=2.73e+04, delta=94); raw_values=[27230.0, 27254.0, 27278.0, 27302.0, 27324.0]]; days 20-25: frequent bursts across most of the patch [NOVEL; raw_stats(min=2.73e+04, max=2.74e+04, mean=2.74e+04, last=2.74e+04, delta=96); raw_values=[27348.0, 27372.0, 27396.0, 27420.0, 27444.0]]; days 25-30: frequent bursts across most of the patch [NOVEL; raw_stats(min=2.75e+04, max=2.77e+04, mean=2.75e+04, last=2.77e+04, delta=192); raw_values=[27468.0, 27492.0, 27516.0, 27540.0, 27660.0]]
- r_12: frequent bursts across most of the patch across all 30 days of the window
- r_177: frequent bursts across most of the patch across all 30 days of the window
- r_180: frequent bursts across most of the patch across all 30 days of the window
- r_181: frequent bursts across most of the patch across all 30 days of the window
- r_182: frequent bursts across most of the patch across all 30 days of the window
- r_183: frequent bursts across most of the patch across all 30 days of the window
- r_184: frequent bursts across most of the patch across all 30 days of the window
- r_187: frequent bursts across most of the patch across all 30 days of the window
- r_195: frequent bursts across most of the patch across all 30 days of the window
- r_197: frequent bursts across most of the patch across all 30 days of the window
- r_199: frequent bursts across most of the patch across all 30 days of the window
- r_241: frequent bursts across most of the patch across all 30 days of the window
- r_242: days 0-5: frequent bursts across most of the patch [NOVEL; raw_stats(min=6.81e+11, max=6.83e+11, mean=6.82e+11, last=6.83e+11, delta=1.52e+09); raw_values=[681154445312.0, 681502965760.0, 681895985152.0, 682211409920.0, 682675470336.0]]; days 5-10: frequent bursts across most of the patch [NOVEL; raw_stats(min=6.83e+11, max=6.84e+11, mean=6.84e+11, last=6.84e+11, delta=1.48e+09); raw_values=[682993582080.0, 683345772544.0, 683735318528.0, 684071780352.0, 684473974784.0]]; days 10-15: frequent bursts across most of the patch; days 15-20: frequent bursts across most of the patch; days 20-25: frequent bursts across most of the patch; days 25-30: frequent bursts across most of the patch

Cross-attribute patterns over the whole feature set:
- a mix of stable, trending, and spiky attributes across all 30 days of the window","The SSD is failing due to frequent bursts in multiple SMART attributes such as r_5 (reallocated sector count), r_9 (power-on hours), and r_187 (reported uncorrectable errors) over the entire 30-day period, indicating ongoing data corruption and reallocation issues.","[""Replace the SSD immediately to prevent data loss."", ""Review and possibly update the backup strategy for critical data stored on this drive.""]","{
  ""explanation"": ""The SSD is failing due to frequent bursts in multiple SMART attributes such as r_5 (reallocated sector count), r_9 (power-on hours), and r_187 (reported uncorrectable errors) over the entire 30-day period, indicating ongoing data corruption and reallocation issues."",
  ""recommendations"": [
    ""Replace the SSD immediately to prevent data loss."",
    ""Review and possibly update the backup strategy for critical data stored on this drive.""
  ]
}"
336895,FAILED,15.0,7-30,"Window index: 336895

Attribute-level patterns (per SMART attribute):
- r_5: frequent bursts across most of the patch across all 30 days of the window
- r_9: days 0-5: frequent bursts across most of the patch; days 5-10: frequent bursts across most of the patch [NOVEL; raw_stats(min=2.73e+04, max=2.74e+04, mean=2.73e+04, last=2.74e+04, delta=94); raw_values=[27278.0, 27302.0, 27324.0, 27348.0, 27372.0]]; days 10-15: frequent bursts across most of the patch [NOVEL; raw_stats(min=2.74e+04, max=2.75e+04, mean=2.74e+04, last=2.75e+04, delta=96); raw_values=[27396.0, 27420.0, 27444.0, 27468.0, 27492.0]]; days 15-20: frequent bursts across most of the patch [NOVEL; raw_stats(min=2.75e+04, max=2.77e+04, mean=2.76e+04, last=2.77e+04, delta=192); raw_values=[27516.0, 27540.0, 27660.0, 27684.0, 27708.0]]; days 20-25: frequent bursts across most of the patch [NOVEL; raw_stats(min=2.77e+04, max=2.78e+04, mean=2.78e+04, last=2.78e+04, delta=96); raw_values=[27732.0, 27756.0, 27780.0, 27804.0, 27828.0]]; days 25-30: frequent bursts across most of the patch [NOVEL; raw_stats(min=2.79e+04, max=2.79e+04, mean=2.79e+04, last=2.79e+04, delta=96); raw_values=[27852.0, 27876.0, 27900.0, 27924.0, 27948.0]]
- r_12: frequent bursts across most of the patch across all 30 days of the window
- r_177: frequent bursts across most of the patch across all 30 days of the window
- r_180: frequent bursts across most of the patch across all 30 days of the window
- r_181: frequent bursts across most of the patch across all 30 days of the window
- r_182: frequent bursts across most of the patch across all 30 days of the window
- r_183: frequent bursts across most of the patch across all 30 days of the window
- r_184: frequent bursts across most of the patch across all 30 days of the window
- r_187: frequent bursts across most of the patch across all 30 days of the window
- r_195: frequent bursts across most of the patch across all 30 days of the window
- r_197: frequent bursts across most of the patch across all 30 days of the window
- r_199: frequent bursts across most of the patch across all 30 days of the window
- r_241: frequent bursts across most of the patch across all 30 days of the window
- r_242: frequent bursts across most of the patch across all 30 days of the window

Cross-attribute patterns over the whole feature set:
- a mix of stable, trending, and spiky attributes across all 30 days of the window","The SSD is failing due to frequent bursts in reallocated sector count (r_5), reported uncorrectable errors (r_187), and current pending sector count (r_197) across all 30 days, indicating increasing numbers of bad sectors and uncorrectable read/write errors.","[""Replace the SSD immediately to prevent data loss."", ""Review and possibly replace other SSDs in the same batch or from the same manufacturer.""]","{
  ""explanation"": ""The SSD is failing due to frequent bursts in reallocated sector count (r_5), reported uncorrectable errors (r_187), and current pending sector count (r_197) across all 30 days, indicating increasing numbers of bad sectors and uncorrectable read/write errors."",
  ""recommendations"": [
    ""Replace the SSD immediately to prevent data loss."",
    ""Review and possibly replace other SSDs in the same batch or from the same manufacturer.""
  ]
}"
336896,FAILED,14.0,7-30,"Window index: 336896

Attribute-level patterns (per SMART attribute):
- r_5: frequent bursts across most of the patch across all 30 days of the window
- r_9: frequent bursts across most of the patch across all 30 days of the window [NOVEL; raw_stats(min=2.72e+04, max=2.8e+04, mean=2.76e+04, last=2.8e+04, delta=796); raw_values=[27182.0, 27206.0, 27230.0, 27254.0, 27278.0, 27302.0, 27324.0, 27348.0, 27372.0, 27396.0, 27420.0, 27444.0, 27468.0, 27492.0, 27516.0, 27540.0, 27660.0, 27684.0, 27708.0, 27732.0, 27756.0, 27780.0, 27804.0, 27828.0, 27852.0, 27876.0, 27900.0, 27924.0, 27948.0, 27978.0]]
- r_12: frequent bursts across most of the patch across all 30 days of the window
- r_177: frequent bursts across most of the patch across all 30 days of the window
- r_180: frequent bursts across most of the patch across all 30 days of the window
- r_181: frequent bursts across most of the patch across all 30 days of the window
- r_182: frequent bursts across most of the patch across all 30 days of the window
- r_183: frequent bursts across most of the patch across all 30 days of the window
- r_184: frequent bursts across most of the patch across all 30 days of the window
- r_187: frequent bursts across most of the patch across all 30 days of the window
- r_195: frequent bursts across most of the patch across all 30 days of the window
- r_197: frequent bursts across most of the patch across all 30 days of the window
- r_199: frequent bursts across most of the patch across all 30 days of the window
- r_241: frequent bursts across most of the patch across all 30 days of the window
- r_242: frequent bursts across most of the patch across all 30 days of the window

Cross-attribute patterns over the whole feature set:
- a mix of stable, trending, and spiky attributes across all 30 days of the window","The SSD is failing due to frequent bursts in multiple SMART attributes such as r_5 (reallocated sector count), r_187 (reported uncorrectable errors), and r_197 (current pending sector count), indicating increasing numbers of reallocated sectors and uncorrectable errors.","[""Replace the SSD immediately to prevent data loss."", ""Review system logs for any recent changes or heavy workloads that may have contributed to the failure.""]","{
  ""explanation"": ""The SSD is failing due to frequent bursts in multiple SMART attributes such as r_5 (reallocated sector count), r_187 (reported uncorrectable errors), and r_197 (current pending sector count), indicating increasing numbers of reallocated sectors and uncorrectable errors."",
  ""recommendations"": [
    ""Replace the SSD immediately to prevent data loss."",
    ""Review system logs for any recent changes or heavy workloads that may have contributed to the failure.""
  ]
}"
336900,FAILED,10.0,7-30,"Window index: 336900

Attribute-level patterns (per SMART attribute):
- r_5: frequent bursts across most of the patch across all 30 days of the window
- r_9: frequent bursts across most of the patch across all 30 days of the window [NOVEL; raw_stats(min=2.73e+04, max=2.81e+04, mean=2.77e+04, last=2.81e+04, delta=791); raw_values=[27278.0, 27302.0, 27324.0, 27348.0, 27372.0, 27396.0, 27420.0, 27444.0, 27468.0, 27492.0, 27516.0, 27540.0, 27660.0, 27684.0, 27708.0, 27732.0, 27756.0, 27780.0, 27804.0, 27828.0, 27852.0, 27876.0, 27900.0, 27924.0, 27948.0, 27978.0, 28002.0, 28021.0, 28045.0, 28069.0]]
- r_12: frequent bursts across most of the patch across all 30 days of the window
- r_177: frequent bursts across most of the patch across all 30 days of the window
- r_180: frequent bursts across most of the patch across all 30 days of the window
- r_181: frequent bursts across most of the patch across all 30 days of the window
- r_182: frequent bursts across most of the patch across all 30 days of the window
- r_183: frequent bursts across most of the patch across all 30 days of the window
- r_184: frequent bursts across most of the patch across all 30 days of the window
- r_187: frequent bursts across most of the patch across all 30 days of the window
- r_195: frequent bursts across most of the patch across all 30 days of the window
- r_197: frequent bursts across most of the patch across all 30 days of the window
- r_199: frequent bursts across most of the patch across all 30 days of the window
- r_241: frequent bursts across most of the patch across all 30 days of the window
- r_242: frequent bursts across most of the patch across all 30 days of the window

Cross-attribute patterns over the whole feature set:
- a mix of stable, trending, and spiky attributes across all 30 days of the window","The SSD is failing due to frequent bursts in multiple SMART attributes such as r_5 (reallocated sector count), r_187 (reported uncorrectable errors), and r_197 (current pending sector count), indicating increasing numbers of reallocated sectors and uncorrectable errors.","[""Replace the SSD immediately to prevent data loss."", ""Review the logs for any recent heavy usage or unusual activity that may have contributed to the failure.""]","{
  ""explanation"": ""The SSD is failing due to frequent bursts in multiple SMART attributes such as r_5 (reallocated sector count), r_187 (reported uncorrectable errors), and r_197 (current pending sector count), indicating increasing numbers of reallocated sectors and uncorrectable errors."",
  ""recommendations"": [
    ""Replace the SSD immediately to prevent data loss."",
    ""Review the logs for any recent heavy usage or unusual activity that may have contributed to the failure.""
  ]
}"
406464,FAILED,5.0,<7,"Window index: 406464

Attribute-level patterns (per SMART attribute):
- r_5: frequent bursts across most of the patch across all 30 days of the window
- r_9: days 0-5: frequent bursts across most of the patch; days 5-10: frequent bursts across most of the patch; days 10-15: frequent bursts across most of the patch [NOVEL; raw_stats(min=2.72e+04, max=2.73e+04, mean=2.72e+04, last=2.73e+04, delta=96); raw_values=[27174.0, 27198.0, 27222.0, 27246.0, 27270.0]]; days 15-20: frequent bursts across most of the patch [NOVEL; raw_stats(min=2.73e+04, max=2.74e+04, mean=2.74e+04, last=2.74e+04, delta=144); raw_values=[27294.0, 27318.0, 27390.0, 27414.0, 27438.0]]; days 20-25: frequent bursts across most of the patch [NOVEL; raw_stats(min=2.75e+04, max=2.76e+04, mean=2.75e+04, last=2.76e+04, delta=96); raw_values=[27462.0, 27486.0, 27510.0, 27534.0, 27558.0]]; days 25-30: frequent bursts across most of the patch [NOVEL; raw_stats(min=2.76e+04, max=2.77e+04, mean=2.76e+04, last=2.77e+04, delta=96); raw_values=[27582.0, 27606.0, 27630.0, 27654.0, 27678.0]]
- r_12: frequent bursts across most of the patch across all 30 days of the window
- r_177: frequent bursts across most of the patch across all 30 days of the window
- r_180: frequent bursts across most of the patch across all 30 days of the window
- r_181: frequent bursts across most of the patch across all 30 days of the window
- r_182: frequent bursts across most of the patch across all 30 days of the window
- r_183: frequent bursts across most of the patch across all 30 days of the window
- r_184: frequent bursts across most of the patch across all 30 days of the window
- r_187: frequent bursts across most of the patch across all 30 days of the window
- r_195: frequent bursts across most of the patch across all 30 days of the window
- r_197: frequent bursts across most of the patch across all 30 days of the window
- r_199: frequent bursts across most of the patch across all 30 days of the window
- r_241: frequent bursts across most of the patch across all 30 days of the window
- r_242: frequent bursts across most of the patch across all 30 days of the window

Cross-attribute patterns over the whole feature set:
- a mix of stable, trending, and spiky attributes across all 30 days of the window","The SSD is failing due to frequent bursts in multiple SMART attributes such as r_5 (reallocated sector count), r_187 (reported uncorrectable errors), and r_197 (current pending sector count), indicating increasing numbers of reallocated sectors and uncorrectable errors.","[""Replace the SSD immediately to prevent data loss."", ""Review system logs for any recent heavy usage or unusual activity that may have contributed to the failure.""]","{
  ""explanation"": ""The SSD is failing due to frequent bursts in multiple SMART attributes such as r_5 (reallocated sector count), r_187 (reported uncorrectable errors), and r_197 (current pending sector count), indicating increasing numbers of reallocated sectors and uncorrectable errors."",
  ""recommendations"": [
    ""Replace the SSD immediately to prevent data loss."",
    ""Review system logs for any recent heavy usage or unusual activity that may have contributed to the failure.""
  ]
}"
428741,FAILED,16.0,7-30,"Window index: 428741

Attribute-level patterns (per SMART attribute):
- r_5: frequent bursts across most of the patch across all 30 days of the window
- r_9: days 0-5: frequent bursts across most of the patch; days 5-10: frequent bursts across most of the patch; days 10-15: frequent bursts across most of the patch; days 15-20: frequent bursts across most of the patch; days 20-25: frequent bursts across most of the patch; days 25-30: frequent bursts across most of the patch [NOVEL; raw_stats(min=2.72e+04, max=2.74e+04, mean=2.73e+04, last=2.74e+04, delta=192); raw_values=[27172.0, 27196.0, 27220.0, 27340.0, 27364.0]]
- r_12: frequent bursts across most of the patch across all 30 days of the window
- r_177: frequent bursts across most of the patch across all 30 days of the window
- r_180: frequent bursts across most of the patch across all 30 days of the window
- r_181: frequent bursts across most of the patch across all 30 days of the window
- r_182: frequent bursts across most of the patch across all 30 days of the window
- r_183: frequent bursts across most of the patch across all 30 days of the window
- r_184: frequent bursts across most of the patch across all 30 days of the window
- r_187: frequent bursts across most of the patch across all 30 days of the window
- r_195: frequent bursts across most of the patch across all 30 days of the window
- r_197: frequent bursts across most of the patch across all 30 days of the window
- r_199: frequent bursts across most of the patch across all 30 days of the window
- r_241: frequent bursts across most of the patch across all 30 days of the window
- r_242: frequent bursts across most of the patch across all 30 days of the window

Cross-attribute patterns over the whole feature set:
- a mix of stable, trending, and spiky attributes across all 30 days of the window","The SSD is failing due to frequent bursts in reallocated sector counts (r_5), reported uncorrectable errors (r_187), and current pending sector counts (r_197), indicating ongoing data corruption and wear issues.","[""Replace the SSD immediately to prevent data loss."", ""Review the workload on the SSD to identify and mitigate stressors causing excessive wear.""]","{
  ""explanation"": ""The SSD is failing due to frequent bursts in reallocated sector counts (r_5), reported uncorrectable errors (r_187), and current pending sector counts (r_197), indicating ongoing data corruption and wear issues."",
  ""recommendations"": [
    ""Replace the SSD immediately to prevent data loss."",
    ""Review the workload on the SSD to identify and mitigate stressors causing excessive wear.""
  ]
}"
428745,FAILED,12.0,7-30,"Window index: 428745

Attribute-level patterns (per SMART attribute):
- r_5: frequent bursts across most of the patch across all 30 days of the window
- r_9: days 0-5: frequent bursts across most of the patch; days 5-10: frequent bursts across most of the patch; days 10-15: frequent bursts across most of the patch; days 15-20: frequent bursts across most of the patch; days 20-25: frequent bursts across most of the patch [NOVEL; raw_stats(min=2.71e+04, max=2.73e+04, mean=2.72e+04, last=2.73e+04, delta=192); raw_values=[27148.0, 27172.0, 27196.0, 27220.0, 27340.0]]; days 25-30: frequent bursts across most of the patch [NOVEL; raw_stats(min=2.74e+04, max=2.75e+04, mean=2.74e+04, last=2.75e+04, delta=96); raw_values=[27364.0, 27388.0, 27412.0, 27436.0, 27460.0]]
- r_12: frequent bursts across most of the patch across all 30 days of the window
- r_177: frequent bursts across most of the patch across all 30 days of the window
- r_180: frequent bursts across most of the patch across all 30 days of the window
- r_181: frequent bursts across most of the patch across all 30 days of the window
- r_182: frequent bursts across most of the patch across all 30 days of the window
- r_183: frequent bursts across most of the patch across all 30 days of the window
- r_184: frequent bursts across most of the patch across all 30 days of the window
- r_187: frequent bursts across most of the patch across all 30 days of the window
- r_195: frequent bursts across most of the patch across all 30 days of the window
- r_197: frequent bursts across most of the patch across all 30 days of the window
- r_199: frequent bursts across most of the patch across all 30 days of the window
- r_241: frequent bursts across most of the patch across all 30 days of the window
- r_242: frequent bursts across most of the patch across all 30 days of the window

Cross-attribute patterns over the whole feature set:
- a mix of stable, trending, and spiky attributes across all 30 days of the window","The SSD is failing due to frequent bursts in multiple SMART attributes such as r_5 (reallocated sector count), r_9 (power-on hours), and r_187 (reported uncorrectable errors), indicating increasing reallocation activity and uncorrectable read errors, which are strong indicators of imminent failure.","[""Replace the SSD immediately to prevent data loss."", ""Review the logs for any recent heavy usage or power events that may have contributed to the failure.""]","{
  ""explanation"": ""The SSD is failing due to frequent bursts in multiple SMART attributes such as r_5 (reallocated sector count), r_9 (power-on hours), and r_187 (reported uncorrectable errors), indicating increasing reallocation activity and uncorrectable read errors, which are strong indicators of imminent failure."",
  ""recommendations"": [
    ""Replace the SSD immediately to prevent data loss."",
    ""Review the logs for any recent heavy usage or power events that may have contributed to the failure.""
  ]
}"
